	microMUMMIE_var	miRNA	type	gene	gene_id	Chr	strand	seed_start	seed_end	transcript_id	UTR_start	UTR_end	probability	Tr:miR
68339	0.5	dme-miR-980-3p	7mer-A1	Gug	FBgn0010825	3L	+	8472551	8472557	FBtr0076616	8470769	8472669	0.537210488	FBtr0076616:dme-miR-980-3p
68340	0.5	dme-miR-980-3p	7mer-A1	Gug	FBgn0010825	3L	+	8472551	8472557	FBtr0333048	8470769	8472669	0.537210488	FBtr0333048:dme-miR-980-3p
68341	0.5	dme-miR-980-3p	7mer-A1	Gug	FBgn0010825	3L	+	8472551	8472557	FBtr0305697	8470769	8472669	0.537210488	FBtr0305697:dme-miR-980-3p
68342	0.5	dme-miR-980-3p	7mer-A1	Gug	FBgn0010825	3L	+	8472551	8472557	FBtr0305698	8470769	8472669	0.537210488	FBtr0305698:dme-miR-980-3p
68343	0.5	dme-miR-980-3p	7mer-A1	Gug	FBgn0010825	3L	+	8472551	8472557	FBtr0305699	8470769	8472669	0.537210488	FBtr0305699:dme-miR-980-3p
68344	0.5	dme-miR-980-3p	7mer-A1	Gug	FBgn0010825	3L	+	8472551	8472557	FBtr0076618	8470769	8472669	0.537210488	FBtr0076618:dme-miR-980-3p
68345	0.5	dme-miR-980-3p	7mer-A1	Gug	FBgn0010825	3L	+	8472551	8472557	FBtr0305696	8470769	8472669	0.537210488	FBtr0305696:dme-miR-980-3p
68346	0.5	dme-miR-14-3p	7mer-m8	rhea	FBgn0260442	3L	+	8570998	8571004	FBtr0333109	8564005	8574409	0.636903077	FBtr0333109:dme-miR-14-3p
68347	0.5	dme-miR-317-3p	7mer-m8	rhea	FBgn0260442	3L	+	8574024	8574030	FBtr0333107	8573788	8574409	0.585958036	FBtr0333107:dme-miR-317-3p
68348	0.5	dme-miR-317-3p	7mer-m8	rhea	FBgn0260442	3L	+	8574024	8574030	FBtr0333106	8573788	8574409	0.585958036	FBtr0333106:dme-miR-317-3p
68349	0.5	dme-miR-317-3p	7mer-m8	rhea	FBgn0260442	3L	+	8574024	8574030	FBtr0333108	8573788	8574409	0.585958036	FBtr0333108:dme-miR-317-3p
68350	0.5	dme-miR-317-3p	7mer-m8	rhea	FBgn0260442	3L	+	8574024	8574030	FBtr0333109	8564005	8574409	0.585958036	FBtr0333109:dme-miR-317-3p
68351	0.5	dme-miR-317-3p	7mer-m8	rhea	FBgn0260442	3L	+	8574024	8574030	FBtr0305210	8573788	8574409	0.585958036	FBtr0305210:dme-miR-317-3p
68352	0.5	dme-miR-317-3p	7mer-m8	rhea	FBgn0260442	3L	+	8574024	8574030	FBtr0333105	8573788	8574409	0.585958036	FBtr0333105:dme-miR-317-3p
68353	0.5	dme-miR-14-3p	8mer-A1	h	FBgn0001168	3L	+	8678483	8678490	FBtr0100153	8678422	8679253	0.629441141	FBtr0100153:dme-miR-14-3p
68354	0.5	dme-miR-14-3p	8mer-A1	h	FBgn0001168	3L	+	8678483	8678490	FBtr0076569	8678422	8679253	0.629441141	FBtr0076569:dme-miR-14-3p
68355	0.5	dme-bantam-3p	6mer3-8	CG6511	FBgn0035923	3L	+	8725790	8725795	FBtr0076570	8725510	8726108	0.756707148	FBtr0076570:dme-bantam-3p
68356	0.5	dme-bantam-3p	6mer3-8	CG6511	FBgn0035923	3L	+	8725790	8725795	FBtr0333887	8725510	8726108	0.756707148	FBtr0333887:dme-bantam-3p
68357	0.5	dme-bantam-3p	6mer2-7	CG43783	FBgn0264305	3L	-	8932914	8932919	FBtr0331517	8932233	8933062	0.615464622	FBtr0331517:dme-bantam-3p
68358	0.5	dme-bantam-3p	6mer2-7	CG43783	FBgn0264305	3L	-	8932914	8932919	FBtr0331516	8932233	8933062	0.615464622	FBtr0331516:dme-bantam-3p
68359	0.5	dme-bantam-3p	6mer2-7	CG43783	FBgn0264305	3L	-	8932914	8932919	FBtr0331519	8932233	8933062	0.615464622	FBtr0331519:dme-bantam-3p
68360	0.5	dme-bantam-3p	6mer2-7	CG43783	FBgn0264305	3L	-	8932914	8932919	FBtr0331518	8932233	8933062	0.615464622	FBtr0331518:dme-bantam-3p
68361	0.5	dme-miR-263a-5p	6mer3-8	CG32479	FBgn0052479	3L	+	893491	893496	FBtr0072589	892174	893520	0.943641173	FBtr0072589:dme-miR-263a-5p
68362	0.5	dme-miR-263a-5p	6mer3-8	CG32479	FBgn0052479	3L	+	893491	893496	FBtr0333266	892174	893520	0.943641173	FBtr0333266:dme-miR-263a-5p
68363	0.5	dme-miR-263a-5p	6mer3-8	CG32479	FBgn0052479	3L	+	893491	893496	FBtr0333267	892174	895313	0.943641173	FBtr0333267:dme-miR-263a-5p
68364	0.5	dme-miR-8-3p	8mer-A1	orb2	FBgn0264307	3L	-	8941261	8941268	FBtr0331514	8939063	8942890	0.56989215	FBtr0331514:dme-miR-8-3p
68365	0.5	dme-miR-8-3p	8mer-A1	orb2	FBgn0264307	3L	-	8941261	8941268	FBtr0331515	8937098	8942890	0.56989215	FBtr0331515:dme-miR-8-3p
68366	0.5	dme-miR-277-3p	7mer-m8	orb2	FBgn0264307	3L	-	8941368	8941374	FBtr0331514	8939063	8942890	0.52017782	FBtr0331514:dme-miR-277-3p
68367	0.5	dme-miR-277-3p	7mer-m8	orb2	FBgn0264307	3L	-	8941368	8941374	FBtr0331513	8941311	8942890	0.52017782	FBtr0331513:dme-miR-277-3p
68368	0.5	dme-miR-277-3p	7mer-m8	orb2	FBgn0264307	3L	-	8941368	8941374	FBtr0331515	8937098	8942890	0.52017782	FBtr0331515:dme-miR-277-3p
68369	0.5	dme-miR-282-5p	7mer-A1	orb2	FBgn0264307	3L	-	8942186	8942192	FBtr0331514	8939063	8942890	0.612737866	FBtr0331514:dme-miR-282-5p
68370	0.5	dme-miR-282-5p	7mer-A1	orb2	FBgn0264307	3L	-	8942186	8942192	FBtr0331513	8941311	8942890	0.612737866	FBtr0331513:dme-miR-282-5p
68371	0.5	dme-miR-282-5p	7mer-A1	orb2	FBgn0264307	3L	-	8942186	8942192	FBtr0331515	8937098	8942890	0.612737866	FBtr0331515:dme-miR-282-5p
68372	0.5	dme-miR-14-3p	7mer-m8	CG5660	FBgn0035942	3L	-	8961313	8961319	FBtr0076560	8961272	8961399	0.631176118	FBtr0076560:dme-miR-14-3p
68373	0.5	dme-miR-14-3p	7mer-m8	CG5660	FBgn0035942	3L	-	8961313	8961319	FBtr0346542	8961272	8961399	0.631176118	FBtr0346542:dme-miR-14-3p
68374	0.5	dme-miR-8-3p	7mer-A1	CG5026	FBgn0035945	3L	+	8971682	8971688	FBtr0076516	8971179	8971752	0.741063727	FBtr0076516:dme-miR-8-3p
68375	0.5	dme-bantam-3p	7mer-A1	CG4911	FBgn0035959	3L	-	9069143	9069149	FBtr0345351	9067193	9070515	0.589039827	FBtr0345351:dme-bantam-3p
68376	0.5	dme-miR-275-3p	8mer-A1	CG4911	FBgn0035959	3L	-	9069343	9069350	FBtr0345351	9067193	9070515	0.627470476	FBtr0345351:dme-miR-275-3p
68377	0.5	dme-miR-306-5p	8mer-A1	CG4911	FBgn0035959	3L	-	9069343	9069350	FBtr0345351	9067193	9070515	0.627470476	FBtr0345351:dme-miR-306-5p
68378	0.5	dme-miR-283-5p	8mer-A1	CG4911	FBgn0035959	3L	-	9069700	9069707	FBtr0076542	9069647	9070515	0.404532649	FBtr0076542:dme-miR-283-5p
68379	0.5	dme-miR-283-5p	8mer-A1	CG4911	FBgn0035959	3L	-	9069700	9069707	FBtr0331549	9069647	9070515	0.404532649	FBtr0331549:dme-miR-283-5p
68380	0.5	dme-miR-283-5p	8mer-A1	CG4911	FBgn0035959	3L	-	9069700	9069707	FBtr0345351	9067193	9070515	0.404532649	FBtr0345351:dme-miR-283-5p
68381	0.5	dme-miR-305-5p	8mer-A1	CG4911	FBgn0035959	3L	-	9070214	9070221	FBtr0076542	9069647	9070515	0.565011273	FBtr0076542:dme-miR-305-5p
68382	0.5	dme-miR-305-5p	8mer-A1	CG4911	FBgn0035959	3L	-	9070214	9070221	FBtr0331549	9069647	9070515	0.565011273	FBtr0331549:dme-miR-305-5p
68383	0.5	dme-miR-305-5p	8mer-A1	CG4911	FBgn0035959	3L	-	9070214	9070221	FBtr0345351	9067193	9070515	0.565011273	FBtr0345351:dme-miR-305-5p
68384	0.5	dme-miR-276a-3p	6mer3-8	CG13315	FBgn0040827	3L	+	9097232	9097237	FBtr0340709	9097219	9097374	0.816667304	FBtr0340709:dme-miR-276a-3p
68385	0.5	dme-miR-276a-3p	6mer3-8	CG13315	FBgn0040827	3L	+	9097232	9097237	FBtr0076530	9097219	9097494	0.816667304	FBtr0076530:dme-miR-276a-3p
68386	0.5	dme-miR-283-5p	8mer-A1	PGRP-LC	FBgn0035976	3L	+	9348311	9348318	FBtr0089491	9348174	9348336	0.583642687	FBtr0089491:dme-miR-283-5p
68387	0.5	dme-miR-283-5p	8mer-A1	PGRP-LC	FBgn0035976	3L	+	9348311	9348318	FBtr0346814	9348174	9348336	0.583642687	FBtr0346814:dme-miR-283-5p
68388	0.5	dme-miR-283-5p	8mer-A1	PGRP-LC	FBgn0035976	3L	+	9348311	9348318	FBtr0089492	9347217	9348336	0.583642687	FBtr0089492:dme-miR-283-5p
68389	0.5	dme-miR-283-5p	8mer-A1	PGRP-LC	FBgn0035976	3L	+	9348311	9348318	FBtr0308349	9348174	9348336	0.583642687	FBtr0308349:dme-miR-283-5p
68390	0.5	dme-bantam-3p	7mer-A1	CG4452	FBgn0035981	3L	+	9369143	9369149	FBtr0333883	9369104	9370300	0.769787218	FBtr0333883:dme-bantam-3p
68391	0.5	dme-miR-308-3p	8mer-m1	CG4080	FBgn0035983	3L	-	9387233	9387240	FBtr0309506	9386825	9387784	0.372566847	FBtr0309506:dme-miR-308-3p
68392	0.5	dme-bantam-3p	6mer3-8	CG4080	FBgn0035983	3L	-	9387739	9387744	FBtr0309506	9386825	9387784	0.595188319	FBtr0309506:dme-bantam-3p
68393	0.5	dme-miR-8-3p	6mer2-7	aay	FBgn0023129	3L	+	9424401	9424406	FBtr0076457	9424361	9424781	0.796763413	FBtr0076457:dme-miR-8-3p
68394	0.5	dme-bantam-3p	6mer3-8	phol	FBgn0035997	3L	-	9453120	9453125	FBtr0345600	9452801	9453529	0.510767521	FBtr0345600:dme-bantam-3p
68395	0.5	dme-bantam-3p	6mer3-8	phol	FBgn0035997	3L	-	9453120	9453125	FBtr0076475	9453046	9453529	0.510767521	FBtr0076475:dme-bantam-3p
68396	0.5	dme-miR-252-5p	7mer-A1	pall	FBgn0036005	3L	-	9486489	9486495	FBtr0076471	9486446	9486622	0.769792285	FBtr0076471:dme-miR-252-5p
68397	0.5	dme-miR-282-5p	7mer-m8	path	FBgn0036007	3L	-	9495298	9495304	FBtr0333864	9494553	9495677	0.575724216	FBtr0333864:dme-miR-282-5p
68398	0.5	dme-miR-282-5p	7mer-m8	path	FBgn0036007	3L	-	9495298	9495304	FBtr0333865	9494553	9495677	0.575724216	FBtr0333865:dme-miR-282-5p
68399	0.5	dme-miR-282-5p	7mer-m8	path	FBgn0036007	3L	-	9495298	9495304	FBtr0076427	9494553	9495677	0.575724216	FBtr0076427:dme-miR-282-5p
68400	0.5	dme-miR-34-5p	7mer-A1	CG3408	FBgn0036008	3L	-	9507401	9507407	FBtr0333863	9506816	9507578	0.629063613	FBtr0333863:dme-miR-34-5p
68401	0.5	dme-miR-34-5p	7mer-A1	CG3408	FBgn0036008	3L	-	9507401	9507407	FBtr0076426	9506816	9507578	0.629063613	FBtr0076426:dme-miR-34-5p
68402	0.5	dme-miR-283-5p	6mer3-8	CG3408	FBgn0036008	3L	-	9507425	9507430	FBtr0333863	9506816	9507578	0.538483918	FBtr0333863:dme-miR-283-5p
68403	0.5	dme-miR-283-5p	6mer3-8	CG3408	FBgn0036008	3L	-	9507425	9507430	FBtr0076426	9506816	9507578	0.538483918	FBtr0076426:dme-miR-283-5p
68404	0.5	dme-miR-14-3p	7mer-A1	CG42673	FBgn0261555	3L	+	9596485	9596491	FBtr0302711	9595238	9596713	0.730368228	FBtr0302711:dme-miR-14-3p
68405	0.5	dme-miR-277-3p	7mer-m8	RasGAP1	FBgn0004390	3L	-	9839216	9839222	FBtr0076368	9839091	9840561	0.533398052	FBtr0076368:dme-miR-277-3p
68406	0.5	dme-miR-965-3p	7mer-m8	iPLA2-VIA	FBgn0036053	3L	-	9860432	9860438	FBtr0076365	9860215	9860704	0.37864906	FBtr0076365:dme-miR-965-3p
68407	0.5	dme-miR-965-3p	7mer-m8	iPLA2-VIA	FBgn0036053	3L	-	9860432	9860438	FBtr0076364	9860215	9860704	0.37864906	FBtr0076364:dme-miR-965-3p
68408	0.5	dme-miR-965-3p	7mer-m8	iPLA2-VIA	FBgn0036053	3L	-	9860432	9860438	FBtr0076362	9860215	9860704	0.37864906	FBtr0076362:dme-miR-965-3p
68409	0.5	dme-miR-965-3p	7mer-m8	iPLA2-VIA	FBgn0036053	3L	-	9860432	9860438	FBtr0076363	9860215	9860704	0.37864906	FBtr0076363:dme-miR-965-3p
68410	0.5	dme-miR-282-5p	7mer-m8	CalpB	FBgn0025866	3L	+	9893175	9893181	FBtr0076343	9892344	9893319	0.627768853	FBtr0076343:dme-miR-282-5p
68411	0.5	dme-miR-283-5p	8mer-A1	CG6707	FBgn0036058	3L	-	9895667	9895674	FBtr0076357	9894805	9895759	0.576705459	FBtr0076357:dme-miR-283-5p
68412	0.5	dme-miR-283-5p	8mer-A1	CG6707	FBgn0036058	3L	-	9895667	9895674	FBtr0076358	9894805	9895759	0.576705459	FBtr0076358:dme-miR-283-5p
68413	0.5	dme-miR-283-5p	8mer-A1	CG6707	FBgn0036058	3L	-	9895667	9895674	FBtr0076356	9894805	9895759	0.576705459	FBtr0076356:dme-miR-283-5p
68414	0.5	dme-miR-283-5p	7mer-A1	nudE	FBgn0036059	3L	+	9902465	9902471	FBtr0345695	9902278	9903031	0.70622938	FBtr0345695:dme-miR-283-5p
68415	0.5	dme-miR-283-5p	7mer-A1	nudE	FBgn0036059	3L	+	9902465	9902471	FBtr0113158	9902278	9902965	0.70622938	FBtr0113158:dme-miR-283-5p
68416	0.5	dme-miR-283-5p	7mer-A1	nudE	FBgn0036059	3L	+	9902465	9902471	FBtr0076344	9902337	9902965	0.70622938	FBtr0076344:dme-miR-283-5p
68417	0.5	dme-miR-283-5p	7mer-A1	nudE	FBgn0036059	3L	+	9902465	9902471	FBtr0345694	9902278	9902965	0.70622938	FBtr0345694:dme-miR-283-5p
68418	0.5	dme-miR-277-3p	7mer-A1	Dronc	FBgn0026404	3L	+	9970794	9970800	FBtr0076347	9970748	9971002	0.491711875	FBtr0076347:dme-miR-277-3p
68419	0.5	dme-miR-11-3p	7mer-A1	Dronc	FBgn0026404	3L	+	9970951	9970957	FBtr0076347	9970748	9971002	0.719261713	FBtr0076347:dme-miR-11-3p
68421	0.5	dme-miR-308-3p	7mer-A1	Dronc	FBgn0026404	3L	+	9970951	9970957	FBtr0076347	9970748	9971002	0.719261713	FBtr0076347:dme-miR-308-3p
68423	0.5	dme-miR-996-3p	6mer3-8	nerfin-2	FBgn0041105	3R	+	10073728	10073733	FBtr0082177	10073452	10073761	0.823856173	FBtr0082177:dme-miR-996-3p
68424	0.5	dme-miR-279-3p	6mer3-8	nerfin-2	FBgn0041105	3R	+	10073728	10073733	FBtr0082177	10073452	10073761	0.823856173	FBtr0082177:dme-miR-279-3p
68425	0.5	dme-bantam-3p	7mer-m8	jumu	FBgn0015396	3R	+	10360735	10360741	FBtr0082237	10360257	10361612	0.552842629	FBtr0082237:dme-bantam-3p
68426	0.5	dme-miR-8-3p	7mer-m8	jumu	FBgn0015396	3R	+	10361004	10361010	FBtr0082237	10360257	10361612	0.591356233	FBtr0082237:dme-miR-8-3p
68427	0.5	dme-miR-11-3p	7mer-m1	jumu	FBgn0015396	3R	+	10361417	10361423	FBtr0082237	10360257	10361612	0.679418981	FBtr0082237:dme-miR-11-3p
68428	0.5	dme-miR-11-3p	6mer3-8	cwo	FBgn0259938	3R	+	10399396	10399401	FBtr0305151	10399337	10400752	0.974020651	FBtr0305151:dme-miR-11-3p
68430	0.5	dme-miR-11-3p	6mer3-8	cwo	FBgn0259938	3R	+	10399396	10399401	FBtr0082246	10399337	10400752	0.974020651	FBtr0082246:dme-miR-11-3p
68432	0.5	dme-miR-11-3p	6mer3-8	cwo	FBgn0259938	3R	+	10399396	10399401	FBtr0305152	10399337	10400752	0.974020651	FBtr0305152:dme-miR-11-3p
68434	0.5	dme-miR-308-3p	6mer3-8	cwo	FBgn0259938	3R	+	10399396	10399401	FBtr0305151	10399337	10400752	0.974020651	FBtr0305151:dme-miR-308-3p
68436	0.5	dme-miR-308-3p	6mer3-8	cwo	FBgn0259938	3R	+	10399396	10399401	FBtr0082246	10399337	10400752	0.974020651	FBtr0082246:dme-miR-308-3p
68438	0.5	dme-miR-308-3p	6mer3-8	cwo	FBgn0259938	3R	+	10399396	10399401	FBtr0305152	10399337	10400752	0.974020651	FBtr0305152:dme-miR-308-3p
68440	0.5	dme-miR-275-3p	8mer-A1	Cap-H2	FBgn0037831	3R	+	10766549	10766556	FBtr0301311	10765896	10766756	0.418875879	FBtr0301311:dme-miR-275-3p
68441	0.5	dme-miR-275-3p	8mer-A1	Cap-H2	FBgn0037831	3R	+	10766549	10766556	FBtr0302571	10765896	10766756	0.418875879	FBtr0302571:dme-miR-275-3p
68442	0.5	dme-miR-275-3p	8mer-A1	Cap-H2	FBgn0037831	3R	+	10766549	10766556	FBtr0301310	10765896	10766756	0.418875879	FBtr0301310:dme-miR-275-3p
68443	0.5	dme-miR-306-5p	8mer-A1	Cap-H2	FBgn0037831	3R	+	10766549	10766556	FBtr0301311	10765896	10766756	0.418875879	FBtr0301311:dme-miR-306-5p
68444	0.5	dme-miR-306-5p	8mer-A1	Cap-H2	FBgn0037831	3R	+	10766549	10766556	FBtr0302571	10765896	10766756	0.418875879	FBtr0302571:dme-miR-306-5p
68445	0.5	dme-miR-306-5p	8mer-A1	Cap-H2	FBgn0037831	3R	+	10766549	10766556	FBtr0301310	10765896	10766756	0.418875879	FBtr0301310:dme-miR-306-5p
68446	0.5	dme-miR-305-5p	7mer-A1	Cap-H2	FBgn0037831	3R	+	10766565	10766571	FBtr0301311	10765896	10766756	0.54310581	FBtr0301311:dme-miR-305-5p
68447	0.5	dme-miR-305-5p	7mer-A1	Cap-H2	FBgn0037831	3R	+	10766565	10766571	FBtr0302571	10765896	10766756	0.54310581	FBtr0302571:dme-miR-305-5p
68448	0.5	dme-miR-305-5p	7mer-A1	Cap-H2	FBgn0037831	3R	+	10766565	10766571	FBtr0301310	10765896	10766756	0.54310581	FBtr0301310:dme-miR-305-5p
68449	0.5	dme-miR-11-3p	6mer3-8	CG4089	FBgn0037838	3R	+	10817146	10817151	FBtr0082281	10817111	10817490	0.972748554	FBtr0082281:dme-miR-11-3p
68451	0.5	dme-miR-308-3p	6mer3-8	CG4089	FBgn0037838	3R	+	10817146	10817151	FBtr0082281	10817111	10817490	0.972748554	FBtr0082281:dme-miR-308-3p
68453	0.5	dme-bantam-3p	6mer3-8	CG4511	FBgn0037843	3R	+	10856097	10856102	FBtr0082286	10855766	10856412	0.905683328	FBtr0082286:dme-bantam-3p
68454	0.5	dme-bantam-3p	6mer3-8	CG4511	FBgn0037843	3R	+	10856097	10856102	FBtr0302202	10855766	10856412	0.905683328	FBtr0302202:dme-bantam-3p
68455	0.5	dme-miR-965-3p	7mer-m8	Leash	FBgn0037856	3R	+	10895356	10895362	FBtr0082325	10895233	10896418	0.424592665	FBtr0082325:dme-miR-965-3p
68456	0.5	dme-miR-980-3p	6mer2-7	CG17187	FBgn0037882	3R	-	11230719	11230724	FBtr0082365	11230615	11230808	0.817866586	FBtr0082365:dme-miR-980-3p
68457	0.5	dme-miR-996-3p	7mer-A1	Arfip	FBgn0037884	3R	-	11232501	11232507	FBtr0082364	11232427	11233081	0.79010388	FBtr0082364:dme-miR-996-3p
68458	0.5	dme-miR-279-3p	7mer-A1	Arfip	FBgn0037884	3R	-	11232501	11232507	FBtr0082364	11232427	11233081	0.79010388	FBtr0082364:dme-miR-279-3p
68459	0.5	dme-miR-283-5p	7mer-m8	CG17734	FBgn0037890	3R	-	11242319	11242325	FBtr0308073	11242206	11243554	0.448353382	FBtr0308073:dme-miR-283-5p
68460	0.5	dme-miR-283-5p	7mer-m8	CG17734	FBgn0037890	3R	-	11242319	11242325	FBtr0082360	11242206	11242541	0.448353382	FBtr0082360:dme-miR-283-5p
68461	0.5	dme-miR-283-5p	7mer-m8	CG17734	FBgn0037890	3R	-	11242319	11242325	FBtr0082361	11242206	11242819	0.448353382	FBtr0082361:dme-miR-283-5p
68462	0.5	dme-miR-184-3p	8mer-A1	CG17230	FBgn0046225	3R	+	11466578	11466585	FBtr0339376	11465566	11467372	0.561063274	FBtr0339376:dme-miR-184-3p
68463	0.5	dme-miR-980-3p	7mer-m8	wkd	FBgn0037917	3R	+	11585088	11585094	FBtr0082413	11584642	11585305	0.617839736	FBtr0082413:dme-miR-980-3p
68464	0.5	dme-miR-980-3p	7mer-m8	wkd	FBgn0037917	3R	+	11585088	11585094	FBtr0082414	11584642	11585305	0.617839736	FBtr0082414:dme-miR-980-3p
68465	0.5	dme-miR-11-3p	7mer-A1	CG42327	FBgn0259227	3R	+	11673703	11673709	FBtr0299789	11673461	11673974	0.736570667	FBtr0299789:dme-miR-11-3p
68467	0.5	dme-miR-308-3p	7mer-A1	CG42327	FBgn0259227	3R	+	11673703	11673709	FBtr0299789	11673461	11673974	0.736570667	FBtr0299789:dme-miR-308-3p
68469	0.5	dme-miR-11-3p	7mer-A1	CG6923	FBgn0037944	3R	-	11744632	11744638	FBtr0307892	11744481	11744938	0.752492418	FBtr0307892:dme-miR-11-3p
68471	0.5	dme-miR-11-3p	7mer-A1	CG6923	FBgn0037944	3R	-	11744632	11744638	FBtr0082432	11744227	11744938	0.752492418	FBtr0082432:dme-miR-11-3p
68473	0.5	dme-miR-11-3p	7mer-A1	CG6923	FBgn0037944	3R	-	11744632	11744638	FBtr0082433	11744481	11744938	0.752492418	FBtr0082433:dme-miR-11-3p
68475	0.5	dme-miR-11-3p	7mer-A1	CG6923	FBgn0037944	3R	-	11744632	11744638	FBtr0330169	11744481	11744911	0.752492418	FBtr0330169:dme-miR-11-3p
68477	0.5	dme-miR-308-3p	7mer-A1	CG6923	FBgn0037944	3R	-	11744632	11744638	FBtr0307892	11744481	11744938	0.752492418	FBtr0307892:dme-miR-308-3p
68479	0.5	dme-miR-308-3p	7mer-A1	CG6923	FBgn0037944	3R	-	11744632	11744638	FBtr0082432	11744227	11744938	0.752492418	FBtr0082432:dme-miR-308-3p
68481	0.5	dme-miR-308-3p	7mer-A1	CG6923	FBgn0037944	3R	-	11744632	11744638	FBtr0082433	11744481	11744938	0.752492418	FBtr0082433:dme-miR-308-3p
68483	0.5	dme-miR-308-3p	7mer-A1	CG6923	FBgn0037944	3R	-	11744632	11744638	FBtr0330169	11744481	11744911	0.752492418	FBtr0330169:dme-miR-308-3p
68485	0.5	dme-miR-11-3p	7mer-A1	CG17360	FBgn0037949	3R	-	11781589	11781595	FBtr0333819	11781129	11781819	0.502398488	FBtr0333819:dme-miR-11-3p
68487	0.5	dme-miR-11-3p	7mer-A1	CG17360	FBgn0037949	3R	-	11781589	11781595	FBtr0082531	11781129	11781819	0.502398488	FBtr0082531:dme-miR-11-3p
68489	0.5	dme-miR-308-3p	7mer-A1	CG17360	FBgn0037949	3R	-	11781589	11781595	FBtr0333819	11781129	11781819	0.502398488	FBtr0333819:dme-miR-308-3p
68491	0.5	dme-miR-308-3p	7mer-A1	CG17360	FBgn0037949	3R	-	11781589	11781595	FBtr0082531	11781129	11781819	0.502398488	FBtr0082531:dme-miR-308-3p
68493	0.5	dme-miR-9b-5p	8mer-A1	Sbf	FBgn0025802	3R	-	11789463	11789470	FBtr0082529	11789291	11789928	0.621647978	FBtr0082529:dme-miR-9b-5p
68494	0.5	dme-miR-9b-5p	8mer-A1	Sbf	FBgn0025802	3R	-	11789463	11789470	FBtr0082530	11789291	11789928	0.621647978	FBtr0082530:dme-miR-9b-5p
68495	0.5	dme-miR-9c-5p	8mer-A1	Sbf	FBgn0025802	3R	-	11789463	11789470	FBtr0082529	11789291	11789928	0.621647978	FBtr0082529:dme-miR-9c-5p
68496	0.5	dme-miR-9c-5p	8mer-A1	Sbf	FBgn0025802	3R	-	11789463	11789470	FBtr0082530	11789291	11789928	0.621647978	FBtr0082530:dme-miR-9c-5p
68497	0.5	dme-miR-308-3p	7mer-m1	Sbf	FBgn0025802	3R	-	11789607	11789613	FBtr0082529	11789291	11789928	0.567947738	FBtr0082529:dme-miR-308-3p
68498	0.5	dme-miR-308-3p	7mer-m1	Sbf	FBgn0025802	3R	-	11789607	11789613	FBtr0082530	11789291	11789928	0.567947738	FBtr0082530:dme-miR-308-3p
68499	0.5	dme-miR-11-3p	8mer-A1	CG12213	FBgn0260742	3R	-	11964971	11964978	FBtr0334156	11964672	11965424	0.605578241	FBtr0334156:dme-miR-11-3p
68501	0.5	dme-miR-11-3p	8mer-A1	CG12213	FBgn0260742	3R	-	11964971	11964978	FBtr0113223	11964672	11965424	0.605578241	FBtr0113223:dme-miR-11-3p
68503	0.5	dme-miR-11-3p	8mer-A1	CG12213	FBgn0260742	3R	-	11964971	11964978	FBtr0334155	11964672	11965424	0.605578241	FBtr0334155:dme-miR-11-3p
68505	0.5	dme-miR-308-3p	8mer-A1	CG12213	FBgn0260742	3R	-	11964971	11964978	FBtr0334156	11964672	11965424	0.605578241	FBtr0334156:dme-miR-308-3p
68507	0.5	dme-miR-308-3p	8mer-A1	CG12213	FBgn0260742	3R	-	11964971	11964978	FBtr0113223	11964672	11965424	0.605578241	FBtr0113223:dme-miR-308-3p
68509	0.5	dme-miR-308-3p	8mer-A1	CG12213	FBgn0260742	3R	-	11964971	11964978	FBtr0334155	11964672	11965424	0.605578241	FBtr0334155:dme-miR-308-3p
68511	0.5	dme-miR-14-3p	7mer-m8	CG12213	FBgn0260742	3R	-	11965085	11965091	FBtr0334156	11964672	11965424	0.666773124	FBtr0334156:dme-miR-14-3p
68512	0.5	dme-miR-14-3p	7mer-m8	CG12213	FBgn0260742	3R	-	11965085	11965091	FBtr0113223	11964672	11965424	0.666773124	FBtr0113223:dme-miR-14-3p
68513	0.5	dme-miR-14-3p	7mer-m8	CG12213	FBgn0260742	3R	-	11965085	11965091	FBtr0334155	11964672	11965424	0.666773124	FBtr0334155:dme-miR-14-3p
68514	0.5	dme-bantam-3p	6mer3-8	CG3313	FBgn0037980	3R	-	12015178	12015183	FBtr0082555	12014941	12015246	0.944912516	FBtr0082555:dme-bantam-3p
68515	0.5	dme-bantam-3p	6mer3-8	CG3313	FBgn0037980	3R	-	12015178	12015183	FBtr0335433	12014941	12015246	0.944912516	FBtr0335433:dme-bantam-3p
68516	0.5	dme-miR-965-3p	7mer-A1	CG5196	FBgn0038039	3R	+	12411560	12411566	FBtr0082584	12411468	12411768	0.576782997	FBtr0082584:dme-miR-965-3p
68517	0.5	dme-miR-965-3p	7mer-A1	CG5196	FBgn0038039	3R	+	12411560	12411566	FBtr0082585	12411468	12411768	0.576782997	FBtr0082585:dme-miR-965-3p
68518	0.5	dme-miR-33-5p	8mer-A1	pps	FBgn0082831	3R	+	12421149	12421156	FBtr0304744	12420906	12421251	0.595576074	FBtr0304744:dme-miR-33-5p
68519	0.5	dme-miR-33-5p	8mer-A1	pps	FBgn0082831	3R	+	12421149	12421156	FBtr0082586	12420906	12421251	0.595576074	FBtr0082586:dme-miR-33-5p
