Gene ID	Gene Symbol	Transcript ID	Gene Tax ID	miRNA	Site Type	UTR_start	UTR end	context++ score	context++ score percentile	weighted context++ score	weighted context++ score percentile
FBgn0015663	Dot	FBtr0339571	7227	dme-miR-1002-5p	2	1325	1331	-0.365	55	-0.011	16
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-1017-3p	2	223	229	-0.020	8	-0.020	29
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-277-3p	3	359	366	-0.667	68	-0.665	80
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-964-5p	3	521	528	-0.246	41	-0.244	61
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-927-5p	2	522	528	-0.020	6	-0.020	29
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-312-3p	2	1038	1044	-0.378	51	-0.266	58
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-92b-3p	2	1038	1044	-0.318	45	-0.225	54
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-311-3p	2	1038	1044	-0.318	47	-0.225	55
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-92a-3p	2	1038	1044	-0.318	46	-0.225	54
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-313-3p	2	1038	1044	-0.318	46	-0.225	55
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-310-3p	2	1038	1044	-0.318	48	-0.225	56
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-1011-3p	3	1298	1305	-0.333	45	-0.098	35
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-971-3p	3	1404	1411	-0.482	66	-0.032	28
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-283-5p	2	1424	1430	-0.363	38	-0.025	20
FBgn0027835	Dp1	FBtr0086683	7227	dme-miR-315-5p	2	1542	1548	-0.540	48	-0.021	15
FBgn0037469	Dpck	FBtr0081638	7227	dme-miR-33-5p	1	41	47	-0.876	92	-0.876	96
FBgn0067783	DPCoAC	FBtr0344280	7227	dme-miR-1000-5p	3	328	335	-1.386	96	-0.466	77
FBgn0024558	Dph5	FBtr0084280	7227	dme-miR-932-5p	1	54	60	-0.806	91	-0.791	96
FBgn0024558	Dph5	FBtr0084280	7227	dme-miR-1006-3p	1	59	65	-0.818	82	-0.803	91
FBgn0024558	Dph5	FBtr0084280	7227	dme-miR-10-3p	1	59	65	-0.988	86	-0.969	94
FBgn0024558	Dph5	FBtr0084280	7227	dme-miR-iab-4-5p	2	121	127	-0.912	94	-0.635	93
FBgn0024558	Dph5	FBtr0084280	7227	dme-miR-iab-8-5p	2	123	129	-0.934	91	-0.649	89
FBgn0010109	dpn	FBtr0088803	7227	dme-miR-2a-2/2c	1	162	168	-0.729	92	-0.729	95
FBgn0010109	dpn	FBtr0088803	7227	dme-miR-308-3p	2	163	169	-0.766	82	-0.766	86
FBgn0010109	dpn	FBtr0088803	7227	dme-miR-11-3p	2	163	169	-1.056	92	-1.056	94
FBgn0010109	dpn	FBtr0088803	7227	dme-miR-2c-3p	2	163	169	-0.956	89	-0.956	92
FBgn0010109	dpn	FBtr0088803	7227	dme-miR-13b-3p	2	163	169	-0.786	83	-0.786	87
FBgn0010109	dpn	FBtr0088803	7227	dme-miR-6-3p	2	163	169	-0.946	89	-0.946	91
FBgn0010109	dpn	FBtr0088803	7227	dme-miR-2b-3p	2	163	169	-0.956	89	-0.956	92
FBgn0010109	dpn	FBtr0088803	7227	dme-miR-13a-3p	2	163	169	-0.786	83	-0.786	87
FBgn0010109	dpn	FBtr0088803	7227	dme-miR-5-3p	2	163	169	-0.806	85	-0.806	88
FBgn0010109	dpn	FBtr0088803	7227	dme-miR-2a-3p	2	163	169	-0.956	89	-0.956	92
FBgn0000490	dpp	FBtr0077772	7227	dme-miR-4-3p	1	109	115	-0.483	61	-0.483	75
FBgn0000490	dpp	FBtr0077772	7227	dme-miR-375-3p	1	487	493	-0.494	42	-0.493	71
FBgn0000490	dpp	FBtr0077772	7227	dme-miR-190-5p	2	839	845	-0.348	31	-0.333	54
FBgn0000490	dpp	FBtr0077772	7227	dme-miR-314-3p	3	962	969	-0.694	89	-0.659	92
FBgn0040726	dpr1	FBtr0086238	7227	dme-miR-34-5p	1	669	675	-0.707	80	-0.665	87
FBgn0040726	dpr1	FBtr0086238	7227	dme-miR-33-5p	1	1113	1119	-0.347	57	-0.218	62
FBgn0040726	dpr1	FBtr0086238	7227	dme-miR-1000-5p	1	1542	1548	-0.381	44	-0.178	45
FBgn0040726	dpr1	FBtr0086238	7227	dme-miR-980-3p	1	1595	1601	-0.208	51	-0.100	50
FBgn0040726	dpr1	FBtr0086238	7227	dme-miR-4968-5p	1	1595	1601	-0.108	33	-0.053	41
FBgn0052057	dpr10	FBtr0076308	7227	dme-miR-33-5p	2	34	40	-0.221	36	-0.221	62
FBgn0052057	dpr10	FBtr0076308	7227	dme-miR-277-3p	2	1191	1197	-0.580	60	-0.580	76
FBgn0052057	dpr10	FBtr0076308	7227	dme-miR-315-5p	1	1345	1351	-0.371	30	-0.371	57
FBgn0052057	dpr10	FBtr0076308	7227	dme-miR-8-3p	1	1700	1706	-0.567	63	-0.529	72
FBgn0053202	dpr11	FBtr0336453	7227	dme-miR-4968-5p	1	43	49	-0.194	48	-0.194	63
FBgn0053202	dpr11	FBtr0336453	7227	dme-miR-980-3p	1	43	49	-0.084	31	-0.084	47
FBgn0053202	dpr11	FBtr0336453	7227	dme-miR-314-3p	2	615	621	-0.153	40	-0.146	56
FBgn0053202	dpr11	FBtr0336453	7227	dme-miR-969-5p	2	1046	1052	-0.157	46	-0.149	60
FBgn0053202	dpr11	FBtr0336453	7227	dme-miR-977-3p	1	1069	1075	-0.288	51	-0.273	65
FBgn0053202	dpr11	FBtr0336453	7227	dme-miR-277-3p	3	1352	1359	-0.720	71	-0.672	81
FBgn0053202	dpr11	FBtr0336453	7227	dme-miR-315-5p	2	1449	1455	-0.578	51	-0.414	61
FBgn0053202	dpr11	FBtr0336453	7227	dme-miR-2a-2/2c	1	1820	1826	-0.299	65	-0.220	72
FBgn0053202	dpr11	FBtr0336453	7227	dme-miR-315-5p	3	2174	2181	-1.448	91	-0.939	90
FBgn0053202	dpr11	FBtr0336453	7227	dme-miR-1000-5p	1	2480	2486	-0.335	38	-0.190	47
FBgn0085414	dpr12	FBtr0335273	7227	dme-miR-987-5p	3	1168	1175	-0.802	84	-0.796	91
FBgn0085414	dpr12	FBtr0335273	7227	dme-miR-iab-8-5p	1	1338	1344	-0.331	59	-0.329	72
FBgn0085414	dpr12	FBtr0335273	7227	dme-miR-iab-8-5p	1	1516	1522	-0.362	63	-0.360	75
FBgn0085414	dpr12	FBtr0335273	7227	dme-miR-1006-3p	1	2083	2089	-0.623	70	-0.552	81
FBgn0085414	dpr12	FBtr0335273	7227	dme-miR-10-3p	1	2083	2089	-0.603	65	-0.535	78
FBgn0034286	dpr13	FBtr0300215	7227	dme-miR-iab-8-5p	2	171	177	-0.340	60	-0.331	72
FBgn0034286	dpr13	FBtr0300215	7227	dme-miR-277-3p	2	541	547	-0.749	73	-0.628	78
FBgn0034286	dpr13	FBtr0300215	7227	dme-miR-315-5p	3	893	900	-1.214	85	-0.950	90
FBgn0034286	dpr13	FBtr0300215	7227	dme-miR-315-5p	3	940	947	-1.428	90	-0.930	89
FBgn0029974	dpr14	FBtr0307270	7227	dme-miR-277-3p	2	81	87	-0.941	82	-0.941	90
FBgn0029974	dpr14	FBtr0307270	7227	dme-miR-315-5p	2	681	687	-0.681	59	-0.553	72
FBgn0029974	dpr14	FBtr0307270	7227	dme-miR-190-5p	1	691	697	-0.619	58	-0.505	71
FBgn0029974	dpr14	FBtr0307270	7227	dme-miR-999-3p	1	986	992	-0.422	55	-0.347	67
FBgn0029974	dpr14	FBtr0307270	7227	dme-miR-263a-5p	2	998	1004	-0.102	34	-0.086	48
FBgn0029974	dpr14	FBtr0307270	7227	dme-miR-190-5p	2	1016	1022	-0.556	52	-0.454	66
FBgn0029974	dpr14	FBtr0307270	7227	dme-miR-133-3p	1	1126	1132	-0.395	74	-0.326	78
FBgn0029974	dpr14	FBtr0307270	7227	dme-miR-315-5p	2	1557	1563	-0.492	43	-0.343	54
FBgn0029974	dpr14	FBtr0307270	7227	dme-miR-304-5p	3	1921	1928	-1.373	97	-0.368	77
FBgn0037993	dpr15	FBtr0082549	7227	dme-miR-2500-5p	3	507	514	-0.579	79	-0.579	87
FBgn0037993	dpr15	FBtr0082549	7227	dme-miR-994-5p	3	507	514	-0.539	72	-0.539	82
FBgn0037993	dpr15	FBtr0082549	7227	dme-miR-316-5p	2	721	727	-0.307	33	-0.301	57
FBgn0037993	dpr15	FBtr0082549	7227	dme-miR-312-3p	1	917	923	-0.375	51	-0.347	66
FBgn0037993	dpr15	FBtr0082549	7227	dme-miR-92b-3p	1	917	923	-0.335	47	-0.311	63
FBgn0037993	dpr15	FBtr0082549	7227	dme-miR-311-3p	1	917	923	-0.345	49	-0.320	65
FBgn0037993	dpr15	FBtr0082549	7227	dme-miR-92a-3p	1	917	923	-0.295	43	-0.274	60
FBgn0037993	dpr15	FBtr0082549	7227	dme-miR-313-3p	1	917	923	-0.395	56	-0.366	69
FBgn0037993	dpr15	FBtr0082549	7227	dme-miR-310-3p	1	917	923	-0.415	60	-0.384	71
FBgn0051361	dpr17	FBtr0082542	7227	dme-miR-304-5p	1	91	97	-0.564	78	-0.564	86
FBgn0051361	dpr17	FBtr0082542	7227	dme-miR-307a-3p	1	314	320	-0.482	84	-0.455	89
FBgn0030723	dpr18	FBtr0074206	7227	dme-miR-1011-3p	3	63	70	-0.719	79	-0.719	89
FBgn0030723	dpr18	FBtr0074206	7227	dme-miR-968-5p	2	594	600	-0.433	66	-0.158	52
FBgn0261871	dpr2	FBtr0340553	7227	dme-miR-277-3p	3	232	239	-1.130	89	-0.296	54
FBgn0261871	dpr2	FBtr0340553	7227	dme-miR-33-5p	1	418	424	-0.391	64	-0.122	46
FBgn0035170	dpr20	FBtr0072594	7227	dme-miR-981-3p	1	250	256	-0.549	67	-0.549	80
FBgn0035170	dpr20	FBtr0072594	7227	dme-miR-10-3p	2	253	259	-0.597	65	-0.597	82
FBgn0035170	dpr20	FBtr0072594	7227	dme-miR-1006-3p	2	253	259	-0.667	73	-0.667	86
FBgn0035170	dpr20	FBtr0072594	7227	dme-miR-312-3p	3	448	455	-0.733	83	-0.733	89
FBgn0035170	dpr20	FBtr0072594	7227	dme-miR-92b-3p	3	448	455	-0.633	79	-0.633	86
FBgn0035170	dpr20	FBtr0072594	7227	dme-miR-311-3p	3	448	455	-0.633	80	-0.633	87
FBgn0035170	dpr20	FBtr0072594	7227	dme-miR-92a-3p	3	448	455	-0.633	79	-0.633	86
FBgn0035170	dpr20	FBtr0072594	7227	dme-miR-313-3p	3	448	455	-0.723	84	-0.723	90
FBgn0035170	dpr20	FBtr0072594	7227	dme-miR-310-3p	3	448	455	-0.633	81	-0.633	87
FBgn0053516	dpr3	FBtr0334783	7227	dme-miR-33-5p	1	255	261	-0.410	66	-0.407	82
FBgn0053516	dpr3	FBtr0334783	7227	dme-miR-1006-3p	1	747	753	-0.496	57	-0.112	36
FBgn0053516	dpr3	FBtr0334783	7227	dme-miR-10-3p	1	747	753	-0.556	61	-0.124	36
FBgn0053516	dpr3	FBtr0334783	7227	dme-miR-10-3p	1	929	935	-0.530	58	-0.111	35
FBgn0053516	dpr3	FBtr0334783	7227	dme-miR-1006-3p	1	929	935	-0.500	57	-0.105	35
FBgn0053516	dpr3	FBtr0334783	7227	dme-miR-193-3p	1	946	952	-0.162	64	-0.037	61
FBgn0053516	dpr3	FBtr0334783	7227	dme-miR-1000-5p	1	1023	1029	-0.411	49	-0.067	28
FBgn0053512	dpr4	FBtr0300491	7227	dme-miR-277-3p	3	89	96	-1.544	95	-1.544	98
FBgn0053512	dpr4	FBtr0300491	7227	dme-miR-8-3p	1	160	166	-0.711	80	-0.711	86
FBgn0053512	dpr4	FBtr0300491	7227	dme-miR-8-3p	3	200	207	-1.042	94	-1.042	96
FBgn0053512	dpr4	FBtr0300491	7227	dme-miR-184-5p	3	795	802	-1.210	95	-1.187	98
FBgn0053512	dpr4	FBtr0300491	7227	dme-miR-375-3p	2	973	979	-0.402	29	-0.356	57
FBgn0037908	dpr5	FBtr0082394	7227	dme-miR-iab-8-5p	3	240	247	-1.154	96	-1.123	98
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-288-3p	3	51	58	-0.522	66	-0.522	83
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-315-5p	3	501	508	-0.873	71	-0.873	87
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-315-5p	2	654	660	-0.081	5	-0.063	23
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-263a-5p	1	781	787	-0.429	70	-0.324	72
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-190-5p	1	784	790	-0.678	65	-0.501	70
FBgn0040823	dpr6	FBtr0076353	7227	dme-miR-932-5p	2	1138	1144	-0.420	66	-0.299	71
FBgn0040823	dpr6	FBtr0076353	7227	dme-miR-iab-8-5p	1	1205	1211	-0.235	47	-0.170	56
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-315-5p	3	1802	1809	-1.549	92	-0.966	90
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-137-3p	2	2131	2137	-0.480	55	-0.340	61
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-1000-5p	1	2246	2252	-0.335	38	-0.232	53
FBgn0040823	dpr6	FBtr0076353	7227	dme-miR-307a-3p	1	2499	2505	-0.010	0	-0.007	20
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-988-3p	3	2535	2542	-1.380	98	-0.455	91
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-263b-5p	2	3792	3798	-0.868	91	-0.313	66
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-958-3p	1	5110	5116	-0.201	40	-0.082	45
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-33-5p	1	5522	5528	-1.085	95	-0.368	78
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-1011-3p	3	7460	7467	-2.674	99	-0.635	85
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-277-3p	1	8711	8717	-0.985	84	-0.333	58
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-971-3p	1	8717	8723	-0.309	51	-0.121	44
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-995-3p	1	9052	9058	-0.010	0	-0.004	22
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-285-3p	1	9052	9058	-0.010	0	-0.004	22
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-998-3p	1	9052	9058	-0.010	0	-0.004	22
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-277-3p	2	9519	9525	-1.360	93	-0.424	66
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-4968-5p	1	11480	11486	-0.404	76	-0.152	57
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-980-3p	1	11480	11486	-0.484	82	-0.179	62
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-288-3p	1	11646	11652	-0.512	65	-0.189	56
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-263b-5p	1	12862	12868	-0.927	92	-0.312	66
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-210-3p.2	1	12922	12928	-0.545	76	-0.199	57
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-210-3p.1	3	12922	12929	-2.673	99	-0.612	89
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-989-3p	1	14219	14225	-0.453	65	-0.157	46
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-1017-3p	1	14541	14547	-0.267	47	-0.097	45
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-9a-3p	1	14541	14547	-0.503	68	-0.173	53
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-79-3p	1	14541	14547	-0.533	71	-0.182	53
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-4-3p	2	14541	14547	-1.354	95	-0.383	66
FBgn0040823	dpr6	FBtr0344949	7227	dme-miR-193-3p	1	15619	15625	-0.080	54	-0.030	60
FBgn0052600	dpr8	FBtr0073913	7227	dme-miR-1007-3p	1	223	229	-0.277	59	-0.277	77
FBgn0052600	dpr8	FBtr0073913	7227	dme-miR-993-3p	1	223	229	-0.108	36	-0.108	56
FBgn0052600	dpr8	FBtr0073913	7227	dme-miR-927-5p	1	300	306	-0.255	45	-0.255	65
FBgn0052600	dpr8	FBtr0073913	7227	dme-miR-7-5p	1	521	527	-0.369	56	-0.363	68
FBgn0052600	dpr8	FBtr0073913	7227	dme-miR-305-5p	2	642	648	-0.313	31	-0.308	56
FBgn0052600	dpr8	FBtr0073913	7227	dme-miR-281-2-5p	1	1158	1164	-0.542	81	-0.514	87
FBgn0052600	dpr8	FBtr0073913	7227	dme-miR-281-2-5p	1	1178	1184	-0.580	84	-0.550	89
FBgn0052600	dpr8	FBtr0073913	7227	dme-miR-1010-3p	3	2122	2129	-1.002	94	-0.743	96
FBgn0038282	dpr9	FBtr0346114	7227	dme-miR-iab-4-5p	2	131	137	-0.197	43	-0.197	63
FBgn0038282	dpr9	FBtr0346114	7227	dme-miR-iab-8-5p	3	133	140	-1.046	94	-1.043	96
FBgn0038282	dpr9	FBtr0346114	7227	dme-miR-210-3p.1	1	147	153	-0.431	60	-0.430	77
FBgn0038282	dpr9	FBtr0346114	7227	dme-miR-314-3p	3	861	868	-0.465	77	-0.329	75
FBgn0038282	dpr9	FBtr0346114	7227	dme-miR-305-5p	1	894	900	-0.557	59	-0.391	63
FBgn0038282	dpr9	FBtr0346114	7227	dme-miR-1006-3p	1	2132	2138	-0.466	54	-0.317	61
FBgn0038282	dpr9	FBtr0346114	7227	dme-miR-10-3p	1	2132	2138	-0.466	50	-0.317	59
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-307a-3p	1	188	194	-0.010	0	-0.007	21
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-34-5p	1	424	430	-0.550	71	-0.377	70
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-263b-5p	1	426	432	-0.154	28	-0.110	43
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-4968-5p	1	463	469	-0.074	28	-0.053	41
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-980-3p	1	463	469	-0.010	0	-0.007	16
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-968-5p	2	632	638	-0.020	4	-0.014	20
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-375-3p	2	710	716	-0.100	3	-0.072	20
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-33-5p	2	714	720	-0.065	13	-0.047	31
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-960-5p	2	727	733	-0.064	19	-0.046	33
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-12-5p	2	727	733	-0.124	25	-0.089	39
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-1000-5p	2	812	818	-0.020	2	-0.014	14
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-34-5p	1	983	989	-0.513	67	-0.352	68
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-210-3p.1	3	1005	1012	-0.525	70	-0.360	71
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-210-3p.2	1	1005	1011	-0.308	52	-0.216	59
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-307a-3p	1	1190	1196	-0.090	40	-0.065	53
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-33-5p	1	1205	1211	-0.215	35	-0.152	52
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-252-5p	3	1262	1269	-0.030	6	-0.022	19
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-1002-5p	1	1263	1269	-0.188	26	-0.134	42
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-981-3p	1	1275	1281	-0.351	45	-0.245	54
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-1006-3p	2	1372	1378	-0.020	1	-0.014	15
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-10-3p	2	1372	1378	-0.142	11	-0.101	33
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-968-5p	2	1531	1537	-0.020	4	-0.014	19
FBgn0053196	dpy	FBtr0305142	7227	dme-miR-987-5p	1	1533	1539	-1.154	93	-0.726	89
FBgn0000492	Dr	FBtr0085441	7227	dme-miR-2a-2/2c	1	141	147	-0.615	89	-0.615	92
FBgn0000492	Dr	FBtr0085441	7227	dme-miR-13b-3p	2	142	148	-0.735	80	-0.735	84
FBgn0000492	Dr	FBtr0085441	7227	dme-miR-6-3p	2	142	148	-0.485	52	-0.485	63
FBgn0000492	Dr	FBtr0085441	7227	dme-miR-2b-3p	2	142	148	-0.485	55	-0.485	64
FBgn0000492	Dr	FBtr0085441	7227	dme-miR-13a-3p	2	142	148	-0.735	80	-0.735	84
FBgn0000492	Dr	FBtr0085441	7227	dme-miR-5-3p	2	142	148	-0.555	64	-0.555	71
FBgn0000492	Dr	FBtr0085441	7227	dme-miR-2a-3p	2	142	148	-0.485	55	-0.485	64
FBgn0000492	Dr	FBtr0085441	7227	dme-miR-308-3p	2	142	148	-0.505	58	-0.505	67
FBgn0000492	Dr	FBtr0085441	7227	dme-miR-11-3p	2	142	148	-0.575	62	-0.575	70
FBgn0000492	Dr	FBtr0085441	7227	dme-miR-2c-3p	2	142	148	-0.485	55	-0.485	64
FBgn0052666	Drak	FBtr0301020	7227	dme-miR-263b-5p	1	27	33	-0.481	69	-0.481	80
FBgn0052666	Drak	FBtr0301020	7227	dme-miR-998-3p	2	322	328	-0.079	49	-0.079	60
FBgn0052666	Drak	FBtr0301020	7227	dme-miR-995-3p	2	322	328	-0.069	50	-0.069	60
FBgn0052666	Drak	FBtr0301020	7227	dme-miR-285-3p	2	322	328	-0.020	10	-0.020	46
FBgn0052666	Drak	FBtr0301020	7227	dme-miR-1007-3p	3	415	422	-0.098	40	-0.098	60
FBgn0052666	Drak	FBtr0301020	7227	dme-miR-190-5p	3	853	860	-1.386	91	-0.662	81
FBgn0052666	Drak	FBtr0301020	7227	dme-miR-981-3p	1	931	937	-0.576	69	-0.315	61
FBgn0052666	Drak	FBtr0301020	7227	dme-miR-4943-3p	3	1274	1281	-1.023	93	-0.495	80
FBgn0052666	Drak	FBtr0301020	7227	dme-miR-317-3p	3	1274	1281	-1.033	91	-0.498	76
FBgn0033188	Drat	FBtr0088956	7227	dme-miR-8-3p	1	234	240	-0.736	81	-0.734	87
FBgn0260006	drd	FBtr0100009	7227	dme-miR-277-3p	1	51	57	-0.568	60	-0.568	75
FBgn0260006	drd	FBtr0100009	7227	dme-miR-283-5p	1	313	319	-0.300	30	-0.287	54
FBgn0260006	drd	FBtr0100009	7227	dme-miR-962-5p	3	447	454	-0.324	64	-0.310	76
FBgn0002183	dre4	FBtr0072865	7227	dme-miR-33-3p	3	130	137	-0.593	72	-0.591	83
FBgn0024732	Drep1	FBtr0330629	7227	dme-miR-999-3p	1	93	99	-0.548	68	-0.548	82
FBgn0024732	Drep1	FBtr0087978	7227	dme-miR-999-3p	1	120	126	-0.543	67	-0.543	82
FBgn0024732	Drep1	FBtr0330629	7227	dme-miR-999-3p	2	207	213	-0.386	51	-0.382	70
FBgn0024732	Drep1	FBtr0087978	7227	dme-miR-999-3p	2	234	240	-0.378	50	-0.374	70
FBgn0024732	Drep1	FBtr0330629	7227	dme-miR-315-5p	2	369	375	-1.090	81	-1.055	92
FBgn0024732	Drep1	FBtr0087978	7227	dme-miR-315-5p	2	396	402	-1.084	80	-1.050	92
FBgn0024732	Drep1	FBtr0330629	7227	dme-miR-210-3p.2	2	510	516	-0.312	53	-0.305	68
FBgn0024732	Drep1	FBtr0087978	7227	dme-miR-210-3p.2	2	537	543	-0.306	52	-0.299	68
FBgn0024732	Drep1	FBtr0330629	7227	dme-miR-14-3p	1	574	580	-0.631	75	-0.614	81
FBgn0024732	Drep1	FBtr0087978	7227	dme-miR-14-3p	1	601	607	-0.628	75	-0.611	81
FBgn0024732	Drep1	FBtr0330629	7227	dme-miR-1006-3p	1	709	715	-0.428	49	-0.417	70
FBgn0024732	Drep1	FBtr0330629	7227	dme-miR-10-3p	1	709	715	-0.438	46	-0.427	69
FBgn0024732	Drep1	FBtr0087978	7227	dme-miR-10-3p	1	736	742	-0.435	46	-0.424	68
FBgn0024732	Drep1	FBtr0087978	7227	dme-miR-1006-3p	1	736	742	-0.425	48	-0.414	70
FBgn0024732	Drep1	FBtr0330629	7227	dme-miR-1000-5p	1	747	753	-0.570	71	-0.555	84
FBgn0024732	Drep1	FBtr0087978	7227	dme-miR-1000-5p	1	774	780	-0.567	71	-0.552	84
FBgn0024732	Drep1	FBtr0330629	7227	dme-miR-137-3p	3	823	830	-1.271	91	-1.228	96
FBgn0024732	Drep1	FBtr0087978	7227	dme-miR-137-3p	3	850	857	-1.272	91	-1.229	96
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-33-5p	1	233	239	-0.170	27	-0.149	51
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-277-3p	1	382	388	-0.565	59	-0.283	53
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-307a-3p	1	615	621	-0.050	35	-0.027	44
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-263b-5p	3	626	633	-0.803	88	-0.385	73
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-34-5p	1	668	674	-0.380	56	-0.196	57
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-9b-5p	1	701	707	-0.338	38	-0.176	42
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-9a-5p	1	701	707	-0.338	35	-0.176	39
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-9c-5p	1	701	707	-0.338	34	-0.176	40
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-307a-3p	1	714	720	-0.072	38	-0.039	48
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-276b-3p	2	823	829	-0.245	49	-0.129	53
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-276a-3p	2	823	829	-0.215	46	-0.114	51
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-276b-3p	2	871	877	-0.188	43	-0.100	50
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-276a-3p	2	871	877	-0.108	33	-0.058	45
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-210-3p.1	2	1017	1023	-0.475	65	-0.240	59
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-210-3p.2	1	1017	1023	-0.453	69	-0.230	60
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-1000-5p	1	1051	1057	-0.397	46	-0.203	49
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-34-5p	3	1245	1252	-1.275	96	-0.558	81
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-100-5p	3	1330	1337	-0.030	52	-0.016	55
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-210-3p.1	1	1906	1912	-0.666	81	-0.306	66
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-999-3p	1	2352	2358	-0.473	61	-0.196	53
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-4-3p	1	2378	2384	-0.249	34	-0.108	40
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-33-5p	1	2567	2573	-0.271	44	-0.117	45
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-12-5p	3	2664	2671	-0.368	54	-0.155	47
FBgn0028408	Drep2	FBtr0304798	7227	dme-miR-960-5p	3	2664	2671	-0.418	58	-0.175	50
